Texto,Sesgo,Tweet_procesado
y se acabó diciembre mi mes favorito,0,"['acabó', 'diciembre', 'me', 'favorito']"
me da miedo venir a esta clase de lugares no vaya a ser que me tope a algún conocido,0,"['da', 'miedo', 'venir', 'clase', 'lugares', 'vaya', 'ser', 'tope', 'algún', 'conocido']"
@miraqbien podrías solidarizarte conmigo y no comer ninguno... ,0,"['podrías', 'solidarizarte', 'conmigo', 'comer', 'ninguno']"
"@sweetsuricata me pasaba igual xd, de todos modos el control de nioh no me gusta nada ",0,"['pasaba', 'igual', 'xd', 'modos', 'control', 'nioh', 'gusta']"
"amigos, me llevo el premio a la ansiedad. parece que me bebí el reino del café ando mal",0,"['amigo', 'llevo', 'premio', 'ansiedad', 'parece', 'bebí', 'reino', 'café', 'ando', 'mal']"
@bernarios9 @gottabebravery_ yo ya estoy arruinada con tanto verano berni ,0,"['arruinada', 'verano', 'berni']"
el bloqueo -en vez del mute- es en realidad una medida para reducir el ridículo para los que no saben que existe el screenshot ,0,"['bloqueo', 'vez', 'mute', 'realidad', 'medida', 'reducir', 'ridículo', 'saben', 'existe', 'screenshot']"
"cuando la cago y mi no, novio esta enojado conmigo, se me hace un pinche nudo en la vagina",1,"['cago', 'novio', 'enojado', 'conmigo', 'hace', 'pinche', 'nudo', 'vagina']"
... pues no tengo exámenes en esas 2 semanas de margen. ahora se viene la gran pregunta ¿iréis todos los que fuisteis a la mgw? ,0,"['pues', 'exámenes', 'semanas', 'margen', 'ahora', 'viene', 'gran', 'pregunta', 'iréis', 'mgw']"
@guzmannavarro08 @saezmanu10 plan c de capullos mejor ,1,"['plan', 'c', 'capullos', 'mejor']"
"los canales de latinoamérica como andrés navy, extraordinerd o the top comics tampoco están nada mal, hay muy buen material ",0,"['canales', 'latinoamérica', 'andrés', 'navy', 'extraordinerd', 'the', 'top', 'comic', 'tampoco', 'mal', 'buen', 'material']"
"@nayadeabsal huy ps así que chiste?, no seria tan divertida la vida",0,"['huy', 'p', 'así', 'chiste', 'seria', 'tan', 'divertida', 'vida']"
dio tener un perro es la ilusión de mi puta vida ,0,"['dio', 'tener', 'perro', 'ilusión', 'puta', 'vida']"
@wingedarrow_ @redskyf2 si pero es de mario joder comprate una propia ,0,"['si', 'mario', 'joder', 'comprate', 'propia']"
@elordenmundial @luisalisferrer @bbcworld ninguno obligatorio si tienes polla ,1,"['ninguno', 'obligatorio', 'si', 'polla']"
esas son cosas de niñas/ esas son cosas de varones.,1,"['cosas', 'niñas', 'cosas', 'varones']"
sabía yo  qué triste nadie me hace caso,0,"['sabía', 'triste', 'nadie', 'hace', 'caso']"
ya estuve sola antes y sé que todo estará bien.,0,"['sola', 'sé', 'bien']"
"@hundredrooms @ohmyworld_es qué chulada! mola mucho el post, chicas! ",0,"['chulada', 'mola', 'post', 'chicas']"
@soyalannavarro me pregunto: ¿habrás leído mi tweet y te sorprendiste por que ese es mi máximo nivel creativo? me temo que sí.,0,"['pregunto', 'leído', 'tweet', 'sorprendiste', 'máximo', 'nivel', 'creativo', 'temo']"
"increíble pero cierto, hoy hay 2º vídeo en el 1º canal  poco a poco volvemos a la actividad, después de un descanso tengo muchas ganas ",0,"['increíble', 'cierto', 'hoy', 'º', 'vídeo', 'º', 'canal', 'volvemos', 'actividad', 'después', 'descanso', 'muchas', 'ganas']"
@gemacorga podéis pasar gratis para la siguiente temporada ,0,"['podéis', 'pasar', 'gratis', 'siguiente', 'temporada']"
"@alastrain el primer tuit nos llego a nosotros, por eso te preguntamos tanto  que tengas un buen día y buena compra.",0,"['primer', 'tuit', 'llego', 'preguntamos', 'buen', 'día', 'buena', 'compra']"
"última clase de fma del año filipino martial arts @ monterrey, mexico",0,"['última', 'clase', 'fma', 'año', 'filipino', 'martial', 'art', 'monterrey', 'mexico']"
top de cosas inútiles que guardo en mi memoria: - diálogos completos de shrek2 - dos canciones de selena gómez - su número de teléfono,0,"['top', 'cosas', 'inútiles', 'guardo', 'memoria', 'diálogos', 'completos', 'shrek', 'do', 'canciones', 'selena', 'gómez', 'número', 'teléfono']"
libros que enganchan desde la primera página y hacen que el tiempo vuele....! buenisismas noches ,0,"['libros', 'enganchan', 'primera', 'página', 'hacen', 'tiempo', 'vuele', 'buenisismas', 'noches']"
jamás me toca monito en la rosca. quisiera ser relevante,0,"['jamás', 'toca', 'monito', 'rosca', 'quisiera', 'ser', 'relevante']"
@erchache2000 @sharker es que hablo de sus correos corporativos en sus pcs ,0,"['hablo', 'correos', 'corporativos', 'pc']"
@pablogarabito tu muy bien ¡saludos! q bonito mi nombre al aire @planeta947 @alelaneta bonito día.,0,"['bien', 'saludos', 'q', 'bonito', 'nombre', 'aire', 'bonito', 'día']"
"@attmxayuda @attmx olvidenlo, ya vi que si lo que quiero comprar cuesta $150,debo de tener más de esa cantidad en saldo, y no lo exacto",0,"['olvidenlo', 'vi', 'si', 'quiero', 'comprar', 'cuesta', 'debo', 'tener', 'cantidad', 'saldo', 'exacto']"
queréis que os ponga stream en 10 minutos con el mccree de mi equipo será un stream cortito de 2 horas ^^,0,"['queréis', 'ponga', 'stream', 'minutos', 'mccree', 'equipo', 'stream', 'cortito', 'horas']"
"iba a escribir algo inspirador para este cierre de año, pero con un simple y sincero: deschinguen a su madre todos es suficiente.",0,"['iba', 'escribir', 'inspirador', 'cierre', 'año', 'simple', 'sincero', 'deschinguen', 'madre', 'suficiente']"
@landscps pues imaginate en una casa muy grande ,0,"['pues', 'imaginate', 'casa', 'grande']"
@teogarciaegea @paconadal esto es un mero ej. de lo complejos que son los ecosistemas y la eutrofiz. como para reducirlos a hay + peces ,0,"['mero', 'ej', 'complejos', 'ecosistemas', 'eutrofiz', 'reducirlos', 'peces']"
@beautyblog_es @isasaweis @_anamilan_ ohhhhh eso tiene que ser muy divertido  me imagino que los hombres están vetados no?,1,"['ohhhhh', 'ser', 'divertido', 'imagino', 'hombre', 'vetados']"
"amo mi carrera,pero aun no es fácil aguantar las decepciones que tengo que pasar antes de un si",0,"['amo', 'carrerapero', 'aun', 'fácil', 'aguantar', 'decepciones', 'pasar', 'si']"
"¿para qué hacen coraje con ambriz?, al final no lo van a correr y saldrá con su típica frase: la culpa es mía, no de los jugadores",0,"['hacen', 'coraje', 'ambriz', 'final', 'van', 'correr', 'saldrá', 'típica', 'frase', 'culpa', 'jugadores']"
"@cris_potterhead y a veces la aguja de análisis es peor para los moratones y el dolor que la de donar sangre, te recomiendo que no mires ",0,"['veces', 'aguja', 'análisis', 'peor', 'moratones', 'dolor', 'donar', 'sangre', 'recomiendo', 'mire']"
"@viikarii relajate chica  el examene sta done, las notas no van a cambiar por mucho que tiembles asique no te rayes",1,"['relajate', 'chica', 'examene', 'sta', 'done', 'notas', 'van', 'cambiar', 'tiembles', 'asique', 'rayes']"
"las rubias son tontas, los rubios son guapos.",1,"['rubia', 'tontas', 'rubios', 'guapos']"
@matidiazwarrior @severinoiezzi @maxisanchez06... ¡¡nos sumamos a la felicitación a un grande!! ,0,"['sumamos', 'felicitación', 'grande']"
@diegongo81 están organizando un torneo categoría infantil y libre con equipos de yucatan tabasco y campeche. es este fin que viene,0,"['organizando', 'torneo', 'categoría', 'infantil', 'libre', 'equipos', 'yucatan', 'tabasco', 'campeche', 'fin', 'viene']"
"a la verga 2016! me trajiste mucha tristeza pero espero el 2017 sea de lo mejor, a darle pa adelante q para atrás ya dolió bastante",0,"['verga', 'trajiste', 'mucha', 'tristeza', 'espero', 'mejor', 'darle', 'pa', 'adelante', 'q', 'atrás', 'dolió', 'bastante']"
#yanohaydepastorjoven un golpe muy bajo,0,"['golpe', 'bajo']"
es un día muy bonito como para que este llamando al banco todo el rato,0,"['día', 'bonito', 'llamando', 'banco', 'rato']"
hoy toca escuchar a #miguelrios con otros grandes artistas...  #insurrección...,0,"['hoy', 'toca', 'escuchar', 'grandes', 'artistas']"
"como no va a ser esencial lo bonito de la vida, su bella amistad.",0,"['va', 'ser', 'esencial', 'bonito', 'vida', 'bella', 'amistad']"
quiero esta figura de madison  ojalá que la próxima en salir sea alicia https://t.co/dtnjsrr8to,0,"['quiero', 'figura', 'madison', 'ojalá', 'próxima', 'salir', 'alicia']"
@faustoponce @ivoox ok. gracias. ten un buen día.,0,"['ok', 'gracias', 'ten', 'buen', 'día']"
@vegetta777 @willyrexyt @bystaxx  que tal en el concierto  os lo pasasteis genial?,0,"['tal', 'concierto', 'pasasteis', 'genial']"
@realba74 @intersered genial rebeca !! este era mi deseo al escribirlo. seguiré escribiendo en esta linea práctica ,0,"['genial', 'rebeca', 'deseo', 'escribirlo', 'seguiré', 'escribiendo', 'linea', 'práctica']"
deberías ser un poco más femenina.,1,"['deberías', 'ser', 'femenina']"
@jcesarpl @guidobcor faltaría. pensaba en cómo se construyen los discursos y quiénes los emplean. es un debate interesante. ,0,"['faltaría', 'pensaba', 'cómo', 'construyen', 'discursos', 'quiénes', 'emplean', 'debate', 'interesante']"
la lencha de mi proveedor de cristal me esta acosando y me tengo que dejar para que si me de el material rapido  dios mio,1,"['lencha', 'proveedor', 'cristal', 'acosando', 'dejar', 'si', 'material', 'rapido', 'dios', 'mio']"
"[chavos no quiero ser pesimista pero siento que el kit no es pa'mi, ease qué no voy a ganar]",0,"['chavos', 'quiero', 'ser', 'pesimista', 'siento', 'kit', 'pami', 'ease', 'voy', 'ganar']"
@luis_callejo hola luis!! vendrás a barcelona a promocionar #tardeparalaira ?? un abrazo crack y feliz día! ,0,"['hola', 'luis', 'vendrás', 'barcelona', 'promocionar', 'abrazo', 'crack', 'feliz', 'día']"
"primero quiero formar un equipo inicial: lurantis, primarina, mimikyu, salamence, krookodile, sylveon. que mal que no está mawile",0,"['primero', 'quiero', 'formar', 'equipo', 'inicial', 'lurantis', 'primarina', 'mimikyu', 'salamence', 'krookodile', 'sylveon', 'mal', 'mawile']"
pa kuando la siguiente temporada de orphan black ,0,"['pa', 'kuando', 'siguiente', 'temporada', 'orphan', 'black']"
"lo lindo d usar loquendo o mostrar mi cara es que los canales de salseo te ignoran, las redes no te verif. y marcas no te toman enserio.",0,"['lindo', 'd', 'usar', 'loquendo', 'mostrar', 'cara', 'canales', 'salseo', 'ignoran', 'redes', 'verif', 'marcas', 'toman', 'enserio']"
"@ikutram @tocamates @carmenagustin , y otros que seguro se me olvidan, también os puede interesar para vuestro instituto o facultad univ. ",0,"['seguro', 'olvidan', 'puede', 'interesar', 'instituto', 'facultad', 'univ']"
los del sexo masculino son infieles por naturaleza.,1,"['sexo', 'masculino', 'infieles', 'naturaleza']"
mi puto novio me ignora y quiero saber si hay un chino cerca de la biblioteca ,1,"['puto', 'novio', 'ignora', 'quiero', 'saber', 'si', 'chino', 'cerca', 'biblioteca']"
"en fin, ya veis lo duro que es comer solo hojas, la mala pinta que tiene y lo mal que sabe ",0,"['fin', 'veis', 'duro', 'comer', 'solo', 'hojas', 'mala', 'pinta', 'mal', 'sabe']"
la vida me tiene muy confundida ,0,"['vida', 'confundida']"
"@esgarrtam ¡gracias a ustedes! en verdad siempre se lucen en sus conciertos, nos hicieron muy felices miles de besos y abrazos",0,"['gracias', 'ustedes', 'verdad', 'siempre', 'lucen', 'conciertos', 'hicieron', 'felices', 'mile', 'besos', 'abrazos']"
"cuando me duermo muy tarde planeando proyectos que me apasionan, es un completo goce, inspiracion a la calma de la noche",0,"['duermo', 'tarde', 'planeando', 'proyectos', 'apasionan', 'completo', 'goce', 'inspiracion', 'calma', 'noche']"
"me lleva la tostada con el internet de @izzi_mx. deje a mis amigos en ark, con un t-rex y un oso.",0,"['lleva', 'tostada', 'internet', 'deje', 'amigo', 'ark', 'trex', 'oso']"
.@ugmadrid la recomendación en nuestra. ¡nada mejor que una buena partida de paintball! ,0,"['recomendación', 'mejor', 'buena', 'partida', 'paintball']"
"en verdad necesito un celular nuevo, no lo quiero, lo necesito. se trababa hasta para respirar",0,"['verdad', 'necesito', 'celular', 'nuevo', 'quiero', 'necesito', 'trababa', 'respirar']"
@crususmusus_ me lo apunto en la lista de cosas posibles de hacer ,0,"['apunto', 'lista', 'cosas', 'posibles', 'hacer']"
"@gregollaniz @juliorj10 hablaba normal, con alguien, antes de q usted se metiera insultando. debería tener más educación ",0,"['hablaba', 'normal', 'alguien', 'q', 'usted', 'metiera', 'insultando', 'debería', 'tener', 'educación']"
"y claro, como ella me ve fea y gorda pues lo que hay, da gusto vivir con alguien así ",1,"['claro', 've', 'fea', 'gorda', 'pues', 'da', 'gusto', 'vivir', 'alguien', 'así']"
"@joseche_jagg @adsuara +10000, cremos una agencia de contratación de temporales, a ver cómo se vende a los sindicatos ",0,"['cremos', 'agencia', 'contratación', 'temporales', 'ver', 'cómo', 'vende', 'sindicatos']"
"yo: estoy tan sola alguien: hola yo: fuchi, déjame en paz.",1,"['tan', 'sola', 'alguien', 'hola', 'fuchi', 'déjame', 'paz']"
"@aitor48 prohibirlo, no. se pueden hacer campañas, pedagogía... y no aplaudir como están haciendo muchas pseudo-feministas  @ladypalo",1,"['prohibirlo', 'pueden', 'hacer', 'campañas', 'pedagogía', 'aplaudir', 'haciendo', 'muchas', 'pseudofeministas']"
"@daniacal aún no, pero si estará jugable en el tgs no creo que tarde demasiado. ",0,"['aún', 'si', 'jugable', 'tgs', 'creo', 'tarde', 'demasiado']"
"y si haz dormido con alguien más, si hoy duermes con alguien porfa no la abraces y no le digas que la quieres",0,"['si', 'haz', 'dormido', 'alguien', 'si', 'hoy', 'duermes', 'alguien', 'porfa', 'abraces', 'digas', 'quieres']"
estás algo nerviosa… ¿no estarás en uno de esos días?,1,"['nerviosa', 'días']"
estaba pensando en todas las cosas divertidas que quiero hacer este semestre y luego me acordé de lo que metí y pues no va a pasar,0,"['pensando', 'toda', 'cosas', 'divertidas', 'quiero', 'hacer', 'semestre', 'luego', 'acordé', 'metí', 'pues', 'va', 'pasar']"
en la bañera ahogada sueño hecho realidad pls ,1,"['bañera', 'ahogada', 'sueño', 'hecho', 'realidad', 'pls']"
"en el mismo lugar, con distinta gente",0,"['mismo', 'lugar', 'distinta', 'gente']"
@chulasdeja @julionalvarez @eenrique_f @noticiasjulion hermosa nosotros somos una estacion de musica tropical,0,"['hermosa', 'estacion', 'musica', 'tropical']"
risitas estás ahí ??? ...bueno no importa sólo pasaba a desearte buenas noches @soyalannavarro ...descansa,1,"['risitas', 'ahí', 'bueno', 'importa', 'sólo', 'pasaba', 'desearte', 'buenas', 'noches', 'descansa']"
los niños son agresivos por naturaleza.,1,"['niños', 'agresivos', 'naturaleza']"
llevo como una hora repitiendo no debí haber bebido ese último monster teniendo que madrugar mi vida.,0,"['llevo', 'hora', 'repitiendo', 'debí', 'haber', 'bebido', 'último', 'monster', 'madrugar', 'vida']"
es mejor darle el corton a la gente q ponerse a discutir por cosas que ni ellos mismos entenderán!!! a desayunar papus!!!!!!,1,"['mejor', 'darle', 'corton', 'gente', 'q', 'ponerse', 'discutir', 'cosas', 'mismos', 'entenderán', 'desayunar', 'papus']"
@manue1112 quedan ocho meses y aún está todo por hacer. confiemos en poder realizar el proyecto que tenemos planteado. paciencia ,0,"['quedan', 'ocho', 'me', 'aún', 'hacer', 'confiemos', 'poder', 'realizar', 'proyecto', 'planteado', 'paciencia']"
@caelike estuve contigo en la transmisión saludos hermosa quisiera poder vertw y darte un mega abrazo y un besote te quiero,1,"['contigo', 'transmisión', 'saludos', 'hermosa', 'quisiera', 'poder', 'vertw', 'darte', 'mega', 'abrazo', 'besote', 'quiero']"
"ya estoy muy abrigada sentada en la sala, para salirme de la casa y nada que pasan por mi",0,"['abrigada', 'sentada', 'sala', 'salirme', 'casa', 'pasan']"
"@paulitm paulina, confirmamos que la señal se transmitió correctamente en la región, por favor revisa con tu cableoperador",0,"['paulina', 'confirmamos', 'señal', 'transmitió', 'correctamente', 'región', 'favor', 'revisa', 'cableoperador']"
"traigo desde hace 2 horas una pinche basurita en el ojo y nomás no se me quita. ya me fuí a lavar, ya me soplaron, ya todo y ahí sigue.",0,"['traigo', 'hace', 'horas', 'pinche', 'basurita', 'ojo', 'nomás', 'quita', 'fuí', 'lavar', 'soplaron', 'ahí', 'sigue']"
"@rosyarango dicen que cuidar a un recién nacido es trabajo en equipo, así que yo le cambio el pañal",1,"['dicen', 'cuidar', 'recién', 'nacido', 'trabajo', 'equipo', 'así', 'cambio', 'pañal']"
me duele saber que en mis relaciones soy super fiel y pendeja y al final resulto ser la mala o por pena no te quería hacer daño chsm,0,"['duele', 'saber', 'relaciones', 'super', 'fiel', 'pendeja', 'final', 'resulto', 'ser', 'mala', 'pena', 'quería', 'hacer', 'daño', 'chsm']"
"@plsnomoredrama @joseemiii @isameseguermtz @svvvdbxxy normal, con esa cara que tienes alexia ",1,"['normal', 'cara', 'alexia']"
primer día de trabajo y estoy que me muero de enferma alv,0,"['primer', 'día', 'trabajo', 'muero', 'enferma', 'alv']"
en .@tlahuacrenace partiendo la rosca de #díadereyes y al estilo del pasito perrón a los que les toco el muñeco .#pasitoperrónchallenge,0,"['partiendo', 'rosca', 'estilo', 'pasito', 'perrón', 'toco', 'muñeco']"
@palestraags no cabe duda. esos son los niños fresas amigos del peña lento que no saben ler. cómo? aaah no saben leer. viva méxico! !!!,0,"['cabe', 'duda', 'niños', 'fresas', 'amigo', 'peña', 'lento', 'saben', 'ler', 'cómo', 'aaah', 'saben', 'leer', 'viva', 'méxico']"
