Texto,Sesgo,Texto_preprocesado,Texto_token,Sin_palabras_vacias,Texto_stemmed_PS,Text_stemmed_SS,Texto_lemma
"-y te pidió perdón o algo? -no -no te habló? -no mamy -y tú a él? -menos, ahora lo odio -muy bien, ni se te ocurra hablarle",1,y te pidió perdón o algo no no te habló no mamy y tú a él menos ahora lo odio muy bien ni se te ocurra hablarle,"['y', 'te', 'pidió', 'perdón', 'o', 'algo', 'no', 'no', 'te', 'habló', 'no', 'mamy', 'y', 'tú', 'a', 'él', 'menos', 'ahora', 'lo', 'odio', 'muy', 'bien', 'ni', 'se', 'te', 'ocurra', 'hablarle']","['pidió', 'perdón', 'habló', 'mamy', 'menos', 'ahora', 'odio', 'bien', 'ocurra', 'hablarle']","['pidió', 'perdón', 'habló', 'mami', 'meno', 'ahora', 'odio', 'bien', 'ocurra', 'hablarl']","['pid', 'perdon', 'habl', 'mamy', 'men', 'ahor', 'odi', 'bien', 'ocurr', 'habl']","['pidió', 'perdón', 'habló', 'mamy', 'menos', 'ahora', 'odio', 'bien', 'ocurra', 'hablarle']"
@lokimondrak la verdad es que yo tampoco hubiese sabido reaccionar más que con violencia verbal/física hacia sus agresores o sus padres ,1, la verdad es que yo tampoco hubiese sabido reaccionar más que con violencia verbalfísica hacia sus agresores o sus padres ,"['la', 'verdad', 'es', 'que', 'yo', 'tampoco', 'hubiese', 'sabido', 'reaccionar', 'más', 'que', 'con', 'violencia', 'verbalfísica', 'hacia', 'sus', 'agresores', 'o', 'sus', 'padres']","['verdad', 'tampoco', 'sabido', 'reaccionar', 'violencia', 'verbalfísica', 'hacia', 'agresores', 'padres']","['verdad', 'tampoco', 'sabido', 'reaccionar', 'violencia', 'verbalfísica', 'hacia', 'agresor', 'padr']","['verd', 'tampoc', 'sab', 'reaccion', 'violenci', 'verbalfis', 'haci', 'agresor', 'padr']","['verdad', 'tampoco', 'sabido', 'reaccionar', 'violencia', 'verbalfísica', 'hacia', 'agresores', 'padre']"
"-el de los tacos me dijo:  y la güera, joven?  -le dije que ya eras piña de otro taco, que ya otra salsa te enchilaba la carne.",1,el de los tacos me dijo  y la güera joven  le dije que ya eras piña de otro taco que ya otra salsa te enchilaba la carne,"['el', 'de', 'los', 'tacos', 'me', 'dijo', 'y', 'la', 'güera', 'joven', 'le', 'dije', 'que', 'ya', 'eras', 'piña', 'de', 'otro', 'taco', 'que', 'ya', 'otra', 'salsa', 'te', 'enchilaba', 'la', 'carne']","['tacos', 'dijo', 'güera', 'joven', 'dije', 'piña', 'taco', 'salsa', 'enchilaba', 'carne']","['taco', 'dijo', 'güera', 'joven', 'dije', 'piña', 'taco', 'salsa', 'enchilaba', 'carn']","['tac', 'dij', 'güer', 'jov', 'dij', 'piñ', 'tac', 'sals', 'enchil', 'carn']","['taco', 'dijo', 'güera', 'joven', 'dije', 'piña', 'taco', 'salsa', 'enchilaba', 'carne']"
@nuristill @martublackred pues si eso haré.. y lo sigo haciendo  ya que haga lo que quiera. no pasa nada.,0,  pues si eso haré y lo sigo haciendo  ya que haga lo que quiera no pasa nada,"['pues', 'si', 'eso', 'haré', 'y', 'lo', 'sigo', 'haciendo', 'ya', 'que', 'haga', 'lo', 'que', 'quiera', 'no', 'pasa', 'nada']","['pues', 'si', 'haré', 'sigo', 'haciendo', 'haga', 'quiera', 'pasa']","['pue', 'si', 'haré', 'sigo', 'haciendo', 'haga', 'quiera', 'pasa']","['pues', 'si', 'har', 'sig', 'hac', 'hag', 'quier', 'pas']","['pues', 'si', 'haré', 'sigo', 'haciendo', 'haga', 'quiera', 'pasa']"
@carlosmoreno_ch claroooo o a varios solo que ya les vale ... psoe roto etc ,1, claroooo o a varios solo que ya les vale  psoe roto etc ,"['claroooo', 'o', 'a', 'varios', 'solo', 'que', 'ya', 'les', 'vale', 'psoe', 'roto', 'etc']","['claroooo', 'varios', 'solo', 'vale', 'psoe', 'roto', 'etc']","['claroooo', 'vario', 'solo', 'vale', 'psoe', 'roto', 'etc']","['clarooo', 'vari', 'sol', 'val', 'pso', 'rot', 'etc']","['claroooo', 'varios', 'solo', 'vale', 'psoe', 'roto', 'etc']"
eres el hombre de la casa.,1,eres el hombre de la casa,"['eres', 'el', 'hombre', 'de', 'la', 'casa']","['hombre', 'casa']","['hombr', 'casa']","['hombr', 'cas']","['hombre', 'casa']"
"@faranduleroyo pues espero que no lo digas por mi niña o no voto mas  memeo, bueno cada uno tendra su opinion +",0, pues espero que no lo digas por mi niña o no voto mas  memeo bueno cada uno tendra su opinion ,"['pues', 'espero', 'que', 'no', 'lo', 'digas', 'por', 'mi', 'niña', 'o', 'no', 'voto', 'mas', 'memeo', 'bueno', 'cada', 'uno', 'tendra', 'su', 'opinion']","['pues', 'espero', 'digas', 'niña', 'voto', 'mas', 'memeo', 'bueno', 'cada', 'tendra', 'opinion']","['pue', 'espero', 'diga', 'niña', 'voto', 'ma', 'memeo', 'bueno', 'cada', 'tendra', 'opinion']","['pues', 'esper', 'dig', 'niñ', 'vot', 'mas', 'meme', 'buen', 'cad', 'tendr', 'opinion']","['pues', 'espero', 'digas', 'niña', 'voto', 'ma', 'memeo', 'bueno', 'cada', 'tendra', 'opinion']"
la biblioteca está cerrada y tengo que estar en el sol,0,la biblioteca está cerrada y tengo que estar en el sol,"['la', 'biblioteca', 'está', 'cerrada', 'y', 'tengo', 'que', 'estar', 'en', 'el', 'sol']","['biblioteca', 'cerrada', 'sol']","['biblioteca', 'cerrada', 'sol']","['bibliotec', 'cerr', 'sol']","['biblioteca', 'cerrada', 'sol']"
"cuanto más prima, más se arrima",1,cuanto más prima más se arrima,"['cuanto', 'más', 'prima', 'más', 'se', 'arrima']","['cuanto', 'prima', 'arrima']","['cuanto', 'prima', 'arrima']","['cuant', 'prim', 'arrim']","['cuanto', 'prima', 'arrima']"
"eres un hombre, no puedes llorar.",1,eres un hombre no puedes llorar,"['eres', 'un', 'hombre', 'no', 'puedes', 'llorar']","['hombre', 'puedes', 'llorar']","['hombr', 'pued', 'llorar']","['hombr', 'pued', 'llor']","['hombre', 'puedes', 'llorar']"
"allí donde mandan mujeres y labran vacas, mal año asegurado",1,allí donde mandan mujeres y labran vacas mal año asegurado,"['allí', 'donde', 'mandan', 'mujeres', 'y', 'labran', 'vacas', 'mal', 'año', 'asegurado']","['allí', 'mandan', 'mujeres', 'labran', 'vacas', 'mal', 'año', 'asegurado']","['allí', 'mandan', 'mujer', 'labran', 'vaca', 'mal', 'año', 'asegurado']","['alli', 'mand', 'mujer', 'labr', 'vac', 'mal', 'año', 'asegur']","['allí', 'mandan', 'mujeres', 'labran', 'vacas', 'mal', 'año', 'asegurado']"
".@davidcpsberga @goslum vamos, que usted es el portavoz de 2 millones de personas. una inmensa... minoría. ¿le molesta la minorización? ",0,  vamos que usted es el portavoz de  millones de personas una inmensa minoría ¿le molesta la minorización ,"['vamos', 'que', 'usted', 'es', 'el', 'portavoz', 'de', 'millones', 'de', 'personas', 'una', 'inmensa', 'minoría', 'le', 'molesta', 'la', 'minorización']","['vamos', 'usted', 'portavoz', 'millones', 'personas', 'inmensa', 'minoría', 'molesta', 'minorización']","['vamo', 'ust', 'portavoz', 'millon', 'persona', 'inmensa', 'minoría', 'molesta', 'minorización']","['vam', 'usted', 'portavoz', 'millon', 'person', 'inmens', 'minor', 'molest', 'minoriz']","['vamos', 'usted', 'portavoz', 'millones', 'persona', 'inmensa', 'minoría', 'molesta', 'minorización']"
@myendlesshazza a. que puto mal escribo b. me sigo surrando help 3. ha quedado raro el cómetelo ahí jajajaja,1, a que puto mal escribo b me sigo surrando help  ha quedado raro el cómetelo ahí jajajaja,"['a', 'que', 'puto', 'mal', 'escribo', 'b', 'me', 'sigo', 'surrando', 'help', 'ha', 'quedado', 'raro', 'el', 'cómetelo', 'ahí', 'jajajaja']","['puto', 'mal', 'escribo', 'b', 'sigo', 'surrando', 'help', 'quedado', 'raro', 'cómetelo', 'ahí', 'jajajaja']","['puto', 'mal', 'escribo', 'b', 'sigo', 'surrando', 'help', 'quedado', 'raro', 'cómetelo', 'ahí', 'jajajaja']","['put', 'mal', 'escrib', 'b', 'sig', 'surr', 'help', 'qued', 'rar', 'cometel', 'ahi', 'jajajaj']","['puto', 'mal', 'escribo', 'b', 'sigo', 'surrando', 'help', 'quedado', 'raro', 'cómetelo', 'ahí', 'jajajaja']"
@albueto @ferderer2 @tipsterapuesta los reyes magos son mas reales que este ,0,   los reyes magos son mas reales que este ,"['los', 'reyes', 'magos', 'son', 'mas', 'reales', 'que', 'este']","['reyes', 'magos', 'mas', 'reales']","['rey', 'mago', 'ma', 'real']","['rey', 'mag', 'mas', 'real']","['reyes', 'magos', 'ma', 'real']"
que entro al youtube i casi tots los videos son de haul material escolar i pos mira ,0,que entro al youtube i casi tots los videos son de haul material escolar i pos mira ,"['que', 'entro', 'al', 'youtube', 'i', 'casi', 'tots', 'los', 'videos', 'son', 'de', 'haul', 'material', 'escolar', 'i', 'pos', 'mira']","['entro', 'youtube', 'i', 'casi', 'tots', 'videos', 'haul', 'material', 'escolar', 'i', 'pos', 'mira']","['entro', 'youtub', 'i', 'casi', 'tot', 'video', 'haul', 'materi', 'escolar', 'i', 'po', 'mira']","['entro', 'youtub', 'i', 'casi', 'tots', 'vide', 'haul', 'material', 'escol', 'i', 'pos', 'mir']","['entro', 'youtube', 'i', 'casi', 'tot', 'video', 'haul', 'material', 'escolar', 'i', 'po', 'mira']"
"ya me cayó mal estar de vacaciones porqué me duermo muy tarde, cuando mi hora para dormir es a las 9 o 10",0,ya me cayó mal estar de vacaciones porqué me duermo muy tarde cuando mi hora para dormir es a las  o ,"['ya', 'me', 'cayó', 'mal', 'estar', 'de', 'vacaciones', 'porqué', 'me', 'duermo', 'muy', 'tarde', 'cuando', 'mi', 'hora', 'para', 'dormir', 'es', 'a', 'las', 'o']","['cayó', 'mal', 'vacaciones', 'porqué', 'duermo', 'tarde', 'hora', 'dormir']","['cayó', 'mal', 'vacacion', 'porqué', 'duermo', 'tard', 'hora', 'dormir']","['cay', 'mal', 'vacacion', 'porqu', 'duerm', 'tard', 'hor', 'dorm']","['cayó', 'mal', 'vacaciones', 'porqué', 'duermo', 'tarde', 'hora', 'dormir']"
"@hawkersco @hawky_  #necesitoelviajeaandalucia bueno si un tal premio al mongol o algo así, pero eso era malo ",0,    bueno si un tal premio al mongol o algo así pero eso era malo ,"['bueno', 'si', 'un', 'tal', 'premio', 'al', 'mongol', 'o', 'algo', 'así', 'pero', 'eso', 'era', 'malo']","['bueno', 'si', 'tal', 'premio', 'mongol', 'así', 'malo']","['bueno', 'si', 'tal', 'premio', 'mongol', 'así', 'malo']","['buen', 'si', 'tal', 'premi', 'mongol', 'asi', 'mal']","['bueno', 'si', 'tal', 'premio', 'mongol', 'así', 'malo']"
"samantha dice de broma que nací castigada,pero a mi me parece muy real",0,samantha dice de broma que nací castigadapero a mi me parece muy real,"['samantha', 'dice', 'de', 'broma', 'que', 'nací', 'castigadapero', 'a', 'mi', 'me', 'parece', 'muy', 'real']","['samantha', 'dice', 'broma', 'nací', 'castigadapero', 'parece', 'real']","['samantha', 'dice', 'broma', 'nací', 'castigadapero', 'parec', 'real']","['samanth', 'dic', 'brom', 'nac', 'castigadaper', 'parec', 'real']","['samantha', 'dice', 'broma', 'nací', 'castigadapero', 'parece', 'real']"
"@jose97angel ay, ayer cuando lo publicaron y lo vi me entró un sentimiento más grande por dentro...   ",0, ay ayer cuando lo publicaron y lo vi me entró un sentimiento más grande por dentro   ,"['ay', 'ayer', 'cuando', 'lo', 'publicaron', 'y', 'lo', 'vi', 'me', 'entró', 'un', 'sentimiento', 'más', 'grande', 'por', 'dentro']","['ay', 'ayer', 'publicaron', 'vi', 'entró', 'sentimiento', 'grande', 'dentro']","['ay', 'ayer', 'publicaron', 'vi', 'entró', 'sentimiento', 'grand', 'dentro']","['ay', 'ayer', 'public', 'vi', 'entro', 'sentimient', 'grand', 'dentr']","['ay', 'ayer', 'publicaron', 'vi', 'entró', 'sentimiento', 'grande', 'dentro']"
@rociyaxel feliz cumpleaños que la pases súper bien,0, feliz cumpleaños que la pases súper bien,"['feliz', 'cumpleaños', 'que', 'la', 'pases', 'súper', 'bien']","['feliz', 'cumpleaños', 'pases', 'súper', 'bien']","['feliz', 'cumpleaño', 'pase', 'súper', 'bien']","['feliz', 'cumpleañ', 'pas', 'sup', 'bien']","['feliz', 'cumpleaños', 'pas', 'súper', 'bien']"
"otra noche hasta las 4 de la mañana despierta, aburrida y sin sueño, lo veo venir... ",0,otra noche hasta las  de la mañana despierta aburrida y sin sueño lo veo venir ,"['otra', 'noche', 'hasta', 'las', 'de', 'la', 'mañana', 'despierta', 'aburrida', 'y', 'sin', 'sueño', 'lo', 'veo', 'venir']","['noche', 'mañana', 'despierta', 'aburrida', 'sueño', 'veo', 'venir']","['noch', 'mañana', 'despierta', 'aburrida', 'sueño', 'veo', 'venir']","['noch', 'mañan', 'despiert', 'aburr', 'sueñ', 'veo', 'ven']","['noche', 'mañana', 'despierta', 'aburrida', 'sueño', 'veo', 'venir']"
"mira que soy pesimista a maza, pero odio que la gente sea taaaan pesimista ",0,mira que soy pesimista a maza pero odio que la gente sea taaaan pesimista ,"['mira', 'que', 'soy', 'pesimista', 'a', 'maza', 'pero', 'odio', 'que', 'la', 'gente', 'sea', 'taaaan', 'pesimista']","['mira', 'pesimista', 'maza', 'odio', 'gente', 'taaaan', 'pesimista']","['mira', 'pesimista', 'maza', 'odio', 'gent', 'taaaan', 'pesimista']","['mir', 'pesim', 'maz', 'odi', 'gent', 'taa', 'pesim']","['mira', 'pesimista', 'maza', 'odio', 'gente', 'taaaan', 'pesimista']"
me sorprende la homofobia y sus manifestaciones inesperadas... lo digo por mi,0,me sorprende la homofobia y sus manifestaciones inesperadas lo digo por mi,"['me', 'sorprende', 'la', 'homofobia', 'y', 'sus', 'manifestaciones', 'inesperadas', 'lo', 'digo', 'por', 'mi']","['sorprende', 'homofobia', 'manifestaciones', 'inesperadas', 'digo']","['sorprend', 'homofobia', 'manifestacion', 'inesperada', 'digo']","['sorprend', 'homofobi', 'manifest', 'inesper', 'dig']","['sorprende', 'homofobia', 'manifestaciones', 'inesperadas', 'digo']"
"@johanagonzalezd y mi pobre hija tragando, no es justo ",1, y mi pobre hija tragando no es justo ,"['y', 'mi', 'pobre', 'hija', 'tragando', 'no', 'es', 'justo']","['pobre', 'hija', 'tragando', 'justo']","['pobr', 'hija', 'tragando', 'justo']","['pobr', 'hij', 'trag', 'just']","['pobre', 'hija', 'tragando', 'justo']"
siéntate como una señorita.,1,siéntate como una señorita,"['siéntate', 'como', 'una', 'señorita']","['siéntate', 'señorita']","['siéntat', 'señorita']","['sientat', 'señorit']","['siéntate', 'señorita']"
las mujeres son más pasionales,1,las mujeres son más pasionales,"['las', 'mujeres', 'son', 'más', 'pasionales']","['mujeres', 'pasionales']","['mujer', 'pasional']","['mujer', 'pasional']","['mujeres', 'pasionales']"
@erika_boje sería un puntazo que te dieran los domingos de descanso o que trabajases de mañana y así tener la tarde libre para verlo ,0, sería un puntazo que te dieran los domingos de descanso o que trabajases de mañana y así tener la tarde libre para verlo ,"['sería', 'un', 'puntazo', 'que', 'te', 'dieran', 'los', 'domingos', 'de', 'descanso', 'o', 'que', 'trabajases', 'de', 'mañana', 'y', 'así', 'tener', 'la', 'tarde', 'libre', 'para', 'verlo']","['puntazo', 'dieran', 'domingos', 'descanso', 'trabajases', 'mañana', 'así', 'tener', 'tarde', 'libre', 'verlo']","['puntazo', 'dieran', 'domingo', 'descanso', 'trabajas', 'mañana', 'así', 'tener', 'tard', 'libr', 'verlo']","['puntaz', 'dier', 'doming', 'descans', 'trabaj', 'mañan', 'asi', 'ten', 'tard', 'libr', 'verl']","['puntazo', 'dieran', 'domingo', 'descanso', 'trabajases', 'mañana', 'así', 'tener', 'tarde', 'libre', 'verlo']"
@ruestern a mí ponme lluvia y quítame grados. ,0, a mí ponme lluvia y quítame grados ,"['a', 'mí', 'ponme', 'lluvia', 'y', 'quítame', 'grados']","['ponme', 'lluvia', 'quítame', 'grados']","['ponm', 'lluvia', 'quítam', 'grado']","['ponm', 'lluvi', 'quitam', 'grad']","['ponme', 'lluvia', 'quítame', 'grados']"
extraño que mayito diga babosa (o) extraño la primera media hora de cotorreo extraño todo el desmadre de antes jaja,0,extraño que mayito diga babosa o extraño la primera media hora de cotorreo extraño todo el desmadre de antes jaja,"['extraño', 'que', 'mayito', 'diga', 'babosa', 'o', 'extraño', 'la', 'primera', 'media', 'hora', 'de', 'cotorreo', 'extraño', 'todo', 'el', 'desmadre', 'de', 'antes', 'jaja']","['extraño', 'mayito', 'diga', 'babosa', 'extraño', 'primera', 'media', 'hora', 'cotorreo', 'extraño', 'desmadre', 'jaja']","['extraño', 'mayito', 'diga', 'babosa', 'extraño', 'primera', 'media', 'hora', 'cotorreo', 'extraño', 'desmadr', 'jaja']","['extrañ', 'mayit', 'dig', 'babos', 'extrañ', 'primer', 'medi', 'hor', 'cotorre', 'extrañ', 'desmadr', 'jaj']","['extraño', 'mayito', 'diga', 'babosa', 'extraño', 'primera', 'medium', 'hora', 'cotorreo', 'extraño', 'desmadre', 'jaja']"
@keirzar yo lo tengo facil  mi unicovy verdadero amor es pokemon ,0, yo lo tengo facil  mi unicovy verdadero amor es pokemon ,"['yo', 'lo', 'tengo', 'facil', 'mi', 'unicovy', 'verdadero', 'amor', 'es', 'pokemon']","['facil', 'unicovy', 'verdadero', 'amor', 'pokemon']","['facil', 'unicovi', 'verdadero', 'amor', 'pokemon']","['facil', 'unicovy', 'verdader', 'amor', 'pokemon']","['facil', 'unicovy', 'verdadero', 'amor', 'pokemon']"
"todas las putas gatas a las que les cago es porque un wey se fijo en mi y no en ellas, neta no es mi pedo, pinches feas",1,todas las putas gatas a las que les cago es porque un wey se fijo en mi y no en ellas neta no es mi pedo pinches feas,"['todas', 'las', 'putas', 'gatas', 'a', 'las', 'que', 'les', 'cago', 'es', 'porque', 'un', 'wey', 'se', 'fijo', 'en', 'mi', 'y', 'no', 'en', 'ellas', 'neta', 'no', 'es', 'mi', 'pedo', 'pinches', 'feas']","['todas', 'putas', 'gatas', 'cago', 'wey', 'fijo', 'neta', 'pedo', 'pinches', 'feas']","['toda', 'puta', 'gata', 'cago', 'wey', 'fijo', 'neta', 'pedo', 'pinch', 'fea']","['tod', 'put', 'gat', 'cag', 'wey', 'fij', 'net', 'ped', 'pinch', 'feas']","['toda', 'putas', 'gatas', 'cago', 'wey', 'fijo', 'neta', 'pedo', 'pinch', 'feas']"
soy mas complicado que una mujer jajajajaja,1,soy mas complicado que una mujer jajajajaja,"['soy', 'mas', 'complicado', 'que', 'una', 'mujer', 'jajajajaja']","['mas', 'complicado', 'mujer', 'jajajajaja']","['ma', 'complicado', 'mujer', 'jajajajaja']","['mas', 'complic', 'muj', 'jajajajaj']","['ma', 'complicado', 'mujer', 'jajajajaja']"
(6:30 am) -viridiana dónde estás? no piensas llegar! no tienes llenadera!- yo: mamá estoy dormida en mi cuarto mamá: ah sí ya te vi,0, am viridiana dónde estás no piensas llegar no tienes llenadera yo mamá estoy dormida en mi cuarto mamá ah sí ya te vi,"['am', 'viridiana', 'dónde', 'estás', 'no', 'piensas', 'llegar', 'no', 'tienes', 'llenadera', 'yo', 'mamá', 'estoy', 'dormida', 'en', 'mi', 'cuarto', 'mamá', 'ah', 'sí', 'ya', 'te', 'vi']","['am', 'viridiana', 'dónde', 'piensas', 'llegar', 'llenadera', 'mamá', 'dormida', 'cuarto', 'mamá', 'ah', 'vi']","['am', 'viridiana', 'dónde', 'piensa', 'llegar', 'llenadera', 'mamá', 'dormida', 'cuarto', 'mamá', 'ah', 'vi']","['am', 'viridian', 'dond', 'piens', 'lleg', 'llenader', 'mam', 'dorm', 'cuart', 'mam', 'ah', 'vi']","['am', 'viridiana', 'dónde', 'piensas', 'llegar', 'llenadera', 'mamá', 'dormida', 'cuarto', 'mamá', 'ah', 'vi']"
"@letinneverlxnd se nos queda pequeña, sólo 300 de aforo ",0, se nos queda pequeña sólo  de aforo ,"['se', 'nos', 'queda', 'pequeña', 'sólo', 'de', 'aforo']","['queda', 'pequeña', 'sólo', 'aforo']","['queda', 'pequeña', 'sólo', 'aforo']","['qued', 'pequeñ', 'sol', 'afor']","['queda', 'pequeña', 'sólo', 'aforo']"
sé (o eso espero) que me va a dar una estabilidad económica en un futuro pero pues no sé no sé quisiera sentirme más desbordada de deseo,0,sé o eso espero que me va a dar una estabilidad económica en un futuro pero pues no sé no sé quisiera sentirme más desbordada de deseo,"['sé', 'o', 'eso', 'espero', 'que', 'me', 'va', 'a', 'dar', 'una', 'estabilidad', 'económica', 'en', 'un', 'futuro', 'pero', 'pues', 'no', 'sé', 'no', 'sé', 'quisiera', 'sentirme', 'más', 'desbordada', 'de', 'deseo']","['sé', 'espero', 'va', 'dar', 'estabilidad', 'económica', 'futuro', 'pues', 'sé', 'sé', 'quisiera', 'sentirme', 'desbordada', 'deseo']","['sé', 'espero', 'va', 'dar', 'estabilidad', 'económica', 'futuro', 'pue', 'sé', 'sé', 'quisiera', 'sentirm', 'desbordada', 'deseo']","['se', 'esper', 'va', 'dar', 'estabil', 'econom', 'futur', 'pues', 'se', 'se', 'quis', 'sent', 'desbord', 'dese']","['sé', 'espero', 'va', 'dar', 'estabilidad', 'económica', 'futuro', 'pues', 'sé', 'sé', 'quisiera', 'sentirme', 'desbordada', 'deseo']"
