Texto_preprocesado,Sentimiento
Avui mha semblat un bon dia en el judici de la vergonya però jo espero cada dia la declaració den Jordi Cuixart Crec que hi haurà un abans i un després diguem optimista     ,Positivo
Diego Pérez de los Cobos  La interlocutòria deia que si els centres estaven oberts ocupats per a altres activitats el que no podia ferse era prepararhi el referèndum    ,Neutral
González Pons PP demana detenir Puigdemont si entra al Parlament Europeu via   PSICOPATA INDECENT,Positivo
Avui dijous comença la  una setmana per aprofundir en la nostra relació amb la tecnologia amb més de 130 activitats repartides per 60 espais   Més info  ,Neutral
El procés de l’1O “És una farsa judicial que no s’aguanta per enlloc Un judici a la democràcia la sobirania i la legitimitat del poble de Catalunya”      Aquí podeu veure l’entrevista sencera al    ,Positivo
El día violeta Joana Bonet   ,Negativo
  Marchena vol un judici ràpid i àgil Però ja hem vist q és un judici lligat a la política ens podem trobar que l’accelerin i que caiguin més testimonis i proves vulnerant encara més el dret a defensa o q l’aturin per les eleccions    ,Positivo
Molt d’acord  La construcció collectiva de la ciutat ha de comptar amb un dels grups socials que la viuen Guanyem molt amb la seva creativitat  ,Negativo
      conseller   Hi havia un mandat democràtic clar per part de la ciutadania de Catalunya i nosaltres vam complir amb aquell mandat democràtic Vam buscar lequilibri entre limperi de la llei i el principi democràtic    ,Positivo
El “Parapet de les executades i executats 19391952” de Francesc Abad s’inaugura el 24 de febrer a la plaça del  amb una festa ciutadana en què hi participen Andrea Motis Sabor de Gràcia i Brodas Bros  info  ,Neutral
Encara no us heu registrat al   Aquest registre no és una  perfomance  més és una eina molt necessària    Per a qui tingui dubtes que faci una ullada a les explicacions daquest article  ,Positivo
La declaració dindependència del 27 doctubre és un dels grans punts de debat del judici del procés Va tenir efectes jurídics  ,Neutral
Nou article  Lluites presos dignitat respecteversus toxicitat primària i destructiva    No ens deixem arrossegar pel pensament tòxic Respecte perspectiva i compromís ,Positivo
RT  Una candidatura independentista revoluciona les eleccions a la Cambra de Comerç   ,Positivo
Segons Pérez de los Cobos les muralles de votants estaven organitzades i dirigides jeràrquicament alguns amb la cara tapada i agredint a la PN i la GC tal com es veu vídeo   ,Positivo
Si algú pensava que després dun any i 4 mesos de presó el trobarien afeblit penedit o espantat ja han vist que no  apunta Aragonès sobre la declaració de Junqueras  ,Neutral
RT  A Kontra Korrent canteu ben alt    Independència Amb música també  ,Positivo
RT  VÍDEO Crits d’independència i xiulada massiva a Ballesteros durant la diada de Santa Tecla ,Negativo
RT  IMPORTANT D aquí 100 anys qui tindrà una estatua al mig de Plaça Catalunya   FES RT I DEIXA COMENTARI,Neutral
  Soc gay ruca i treballo al Raval on gentussa com tu ha fet que els meus alumnes odiïn una llengua tan maca com la de la meva mara   Si ets la de la foto et felicito per ser tant bonica Després  d’entran al teu blog  i veient el nivell de la teva 2a piulada sento no està inter,Negativo
En estas elecciones qué va a prometer Convergència La vuelta de Puigdemont Una DUI simbòlica Un farol Una independència en 18 meses Un referèndum Un full de ruta O un pacte fiscal,Negativo
A lescenari 2 ple de gom a gom  presenta el seu llibre  Una proposta per Barcelona  i reivindica un diàleg en  i sense repressions  ,Positivo
A la República no necessitarem de jutges i fiscals perquè la culpabilitat o innocència dels acusats serà determinada per futbolistes mossens i folklòrics prorègim,Negativo
  Si us fixeula frase en questiócom totes les que son pronunciades pels polítics en campanyano te cap sentit ni significat Lindependentisme es la qualitat dels  independentistes  i personificar en ell es retòric Es com dir la paret es dolenta per que no la puc travessar,Negativo
 Tothom va amb mitjons i sandàlies ,Neutral
Polítics ferms i coherents com Carles Riera és el que ens cal Els  sé lenduen arrastrant Vergonya de la nostra policia i em sap molt greu dirho del nostre govern que ens crida a estar al carrer i ell mateix ens hi fa fora   ,Positivo
RT  El jutge del cas Valtònyc es queixa que no es puguin il·legalitzar els partits independentistes Ai senyor ,Positivo
RT  Catalans darreu per la República per Rosario Palomino   ,Negativo
JLluís Espinós Caldria haverhi un curs extra de formació orientadora per aquests alumnes que acabada l’ESO no tenen clar cap a on volen enfocar els seus estudis postobligatoris Un cop acabat que poguessin passar al 2n curs d’FP o de Batxillerat ,Negativo
  Quin problema   els neo falangistes no volen saber rés dels neo ni se sap,Negativo
També està publicada al BOE la presó provisional i la destitució de Puigdemont I vosaltres ni cas ,Negativo
Quina mandra us creieu que tots som idiotes com volsatres o que vosaltres no feu res al Parlament de Catalunya tenin majoria imaginat al Parlament Espayol on porteu mes de un any sense fer res per l’independencia mes bé fent el contrari volsatres sou ja un 155 traïdors ,Negativo
Daquí no res comença la segona setmana del  Quines van ser però les claus de la primera Ho analitzem amb    ,Positivo
Ganes de plorar veient a  despres de 1any i mig de presó Molta força,Negativo
RT  Es demà quan declara Chordi Quisar ,Positivo
José Antonio Nieto exsecretari dEstat de Seguretat  Es van desplaçar prop de 6000 agents a Catalunya Jo proposo aquest  operatiu    ,Neutral
   Es que la tinta mancha mejor así la gilipuá ,Negativo
Comença el judici  i  amb lajut duns quants voluntaris intentem coordinar la massa independentista per contrarestar les fake news de lEstat i ajudar les mobilitzacions Apuntat via Telegram    ,Positivo
Suposo que amb la farsa dels judicis destat hispànic ara i durant els propers dies els atacs a les contes dindepes a Twitter sigui una constant i es multiplicaran per fernos callar devant daquest despropòsit antidemocràtic Doncs ho porten clar  ,Positivo
El judici del procés en directe Es reprèn el judici del procés amb les declaracions de Jose Antonio Nieto Enric Millo Juan Antonio Puigserver i Roger Torrent      ,Neutral
                                      I tots més que em falten sou tots genials ,Positivo
RT  Per cert a lAlt Camp som més ecològics no necessitem malgastar Fairy ,Neutral
RT  El Punt Avui ha publicat aquesta rectificació fa mitja hora Hores després El tuit inicial segueix allà  ,Negativo
Ens hem marcat l’objectiu de desterrar el patriarcat del  i que la perspectiva de gènere sigui transversal a totes les funcions i actuacions de la cambra  “Un pla digualtat per al Parlament de Catalunya” article a   ,Negativo
RT  Portal del Mar al 1852 Fou enderrocat al 1859 dins el pla deliminació de la muralla del mar ,Negativo
 Cada dia més infame sra Arrimadas Vostè està a loposició deixi de dir que el MHP president de la Generalitat no representa CAT i comenci a respectarlo No digui més mentides no és lodi la causa de lindependentisme Ja nhi ha prou dofendrens als que no pensem com vostè,Positivo
RT  Del mar a la platja i de la platja al mar Neixen 17 tortugues babaues a Premià de Mar  ,Negativo
RT   Doncs mira una “amplíssima majoria” el que vol és votar en un referèndum d’autodeterminació Bona Diada,Positivo
 conseller   Recorda allò de la fiscalia te lo afina El problema del govern espanyol és que menys política està disposat a fer de tot La causa que nosaltres defensem és que la gent voti     ,Positivo
A l90 ens afecta igual latur els salaris baixos la temporalitat les retallades socials  Qui vol dividirnos i enfrontarnos ho fa perquè ens unim i així poder continuar latracament a la majoria ,Negativo
RT  Altamirano  Aquí no hi haurà cap independència si els republicans no treballem plegats  via  ,Positivo
 Típica gent de pau,Negativo
Tots parlant del Millo avui com si fóssiu nens petits No ho veieu que fan amb vosaltres el que volen No ho veieu que mentres parleu dells ningú parla de la independència,Negativo
  hi estic dacord Per això per a un francès del 60 un espanyol acabat darribar no devia ser gaire diferent dun argelí acabat darribar Vull dir que no devien distingir entre xenofòbia i racisme i per tant la persona que ho rebia rebia no ho sé Odi segur Potser  racisme,Negativo
Per sort el 99 dels castellans que ahir van emigrar a Catalunya shan adaptat bé a la societat dacollida són tant pacífics com nosaltres i han esdevingut tant catalans com el que més Catalunya del que shauria de netejar és de l1 de colons inadaptats repressors i violents,Negativo
                                                  Si jefe Perón por la tilde ,Negativo
Les respostes a aquest tuit són per plorar ,Negativo
Turull  Molta gent que defensa el referèndum està en contra de la independència de Catalunya Més del 70 dels ciutadans acceptaria el resultat de la votació    ,Neutral
Quan tornes de la teva maternitat descobreixes que no encaixes   directiva del Barça     ,Neutral
Hola  vas mentir i ho vas fer cometent perjuri si la justícia és igual per a tots hauries d pagar per això però saps perfectament q d’igual res d res i d justícia encara menys i per això vas mentir Tot el suport per a la Marta   ,Negativo
  Jo vull  a la presó per   Feu retuit i compartiu,Positivo
Hem de fer fort el  hem d’apoderar en    Espanya no té remei i ens vol esclafar i destruïr sense cap mirament i aquí que fem  No m’entra al cap que si som més de 2 milions d indepes no estiguem tots al     perquè Pels 10€,Positivo
Diego Pérez de los Cobos  Vista la reticència al meu nomenament sempre vaig voler deixar clara la diferència entre la funció de comandament i la meva de coordinació    ,Neutral
Exclusiva  Sha filtrat aquesta imàtge del vestit que lluirà Farlivera a la         ,Positivo
Gràcies Puigcerdà per defensar el dret dels tabarnesos a lautodeterminació Albert Piñeira Brosel sisplau autodeterminis dels seus pares al catalanitzador de cognoms es el alcalde de ,Negativo
Aquí a Girona ets persona non grata però a diferència del President Puigdemont ningú et trobarà a faltar miserable mentider i mala persona ,Positivo
Pel matí  mentint amb un cinisme que feia fàstig  Ara escoltar Pérez de los Cobos encara fa més fàstig Us veurem tornant a declarar però com acusats davant dels Tribunals Internacionals Sou uns miserables  ,Positivo
RT  Algú es pensava q CAT es rendiria mai  ,Positivo
La política fa extranya companys d llit oi   El  al costat d PPCS  perquè sigui detingut el president Puigdemont si va a la conferència al Parlament europeu LA VENA FRANQUISTA A TOPE ,Positivo
             va per la Ñ ,Positivo
Que un país que ha votat la seva independència no ha de demanar absolucions ni sentències “més justes” a la justícia d’un altre Estat que actua com a Estat ocupant i enemic sinó recuperar els ostatges com ho fa un Estat quan un altre fa presoners,Positivo
Romeva copia lestratègia de Junqueras  Sóc un pres polític  ,Neutral
La Rúbrica de canvi és una eina que ens ajuda en el procés de  cap a una educació de qualitat per a tothom Saber on som per saber cap a on anar Pots consultarla aquí  ,Negativo
Aquesta setmana sha presentat el Protocol per la Gestió de Conflictes amb enfoc restauratiu a la Taula d’infància i adolescència de Can Puiggener Un projecte en el que hem participat amb el Servei de Mediació de l ,Negativo
