Texto_preprocesado,Sentimiento
No sé qué da más asco que el Gobierno de Sánchez acceda a la exigencia de los golpistas de nombrar a un  mediador  o que trate de maquillarlo hablando de  relator  o de  mesa de partidos ,Negativo
  PSOE PP y Cs piden a Tajani que vete la conferencia de Puigdemont en la Eurocámara que ha sido invitado junto a Torra por dos eurodiputados nacionalistas  ,Negativo
Spoiler digan lo que digan ya están condenados España no acepta el derecho de autodeterminación Es más España se caga en el derecho de autodeterminación y contra ese derecho todo vale     ,Positivo
Para solucionar el problema de Cataluña también hay que solucionar otros muchos problemas en España hay que hablar de empleo de educación   ,Negativo
 Una cosa es cierta los indepes aumentan a paso ligero Cuanto peor mejor,Positivo
 Espérate a los siguientes mossos Jaume podrán hacer todas las fechorías los comisarios políticos pero al fin y al cabo son un cuerpo policial que sabe que prima la obediencia a la ley y sobre todo a los jueces,Negativo
  Este chulo de putas analfabeto pacta con la derechona convergente del 3 por la mañana da un golpe a la democracia por la tarde y no habría imaginado que solo es un nazi hormonado ni en sus peores sueños,Positivo
RT  ¿Crees que Tajani ha puesto en riesgo la libertad de expresión en Europa     ,Positivo
  Me gustaría saber si obras de este tipo en pueblos del resto de España pero que en la diana estuviera Quim Torra o los procesados del 1o  la que se armaría entre los indepes,Negativo
Exintegrante do PSOL o fiel escudeiro do partido mais corrupto da história do Brasil tentou assassinar Bolsonaro mas o Presidente felizmente segue se recuperando bem  ,Neutral
 Si reconoce que el referendum del 1O era legal entonces el 29S van a homenajear a unos agentes violentos y armados que atacaron ciudadanos y propiedades privadas sin motivo alguno Es eso,Positivo
k eran ultrafachis lo sabíamos k no era juicio sino farsa también k nuestros presos políticos son inocentes no hay duda pero NO HABÍAN FISCALES MAS MEMOS Y RIDÍCULOS     ,Positivo
RT  La soberbia de los indepes no tiene límites Y se supone que este señor es jurista  ,Negativo
RT  Queria tá como nesse momento  ,Neutral
Después de la negativa de los independentistas a aprobar los Presupuestos los socialistas catalanes piden elecciones a Torra ,Negativo
Quizás es que quienes tratan ahora de desprestigiarla no son tan constitucionalistas como dicen ser Negar su derecho a ser alcaldesa es negar la Constitución y negar nuestra propia democracia   en   ,Positivo
RT  Bolsonaro segura exoneração de Bebianno e novela da fritura do ministro segue em marcha ,Neutral
Desde la  avanzamos en el Plan Estratégico para la   Hoy  aprobamos inicio de fase 1 Atención a la crisis de salud y desnutrición severa  Ciudadanos ONGs Iglesia Comunidad Internacional y Militares ¡Vzla nos necesita a todos  ,Negativo
La descortesía de  con los símbolos nacionales la Monarquía bandera etc es vergonzante e impropia de su cargo Es una activista independentista   vía ,Negativo
Así está la situación en  hoy a pocas horas del concierto  Venezuela Aid Live  ,Neutral
ESPAÑA LA ESTA CAGANDO De repente  partidos Europeos están planificando acciones conjuntas a favor de Cataluña con respaldo abierto a los presos políticos,Positivo
 Muchos ciudadanos saldremos con vosotros estamos hartos de que los políticos utilicen a nuestra GuardiaCivil y PolicíaNacional como víctima propiciatoria que calme las ínfulas de sus socios secesionistas arriesgando las vidas de nuestros hombres y la propia seguridad ciudadana,Negativo
Quizás en democracia algunos venezolanos comían perrarina Aunque creo que es una anécdota mediática hoy repetida por la Tiranía Lo q hoy nadie puede negar es el  y la muerte de muchos por falta de comida    Caricatura de  ,Negativo
Recordamos como Aitor Esteban deja por lo suelos a Albert Rivera  Parece un VENTRÍLOCUO le entra el tembleque     ,Negativo
Esta semana independentistas y Comuns decidieron que el Pleno de la semana que viene no se hará  hoy van cayendo las reuniones de las comisiones de mañana el grado de degradación del  debería preocupar a cualquiera que crea en la democracia y el autogobierno,Negativo
RT  BernardHenri Lévy  Puigdemont ha escupido en la cara a España y a la democracia en Europa  ,Negativo
RT  VOCÊ SABIA PSOL desvia dinheiro de sindicato para uso criminoso de dinheiro público ,Neutral
¡TREMENDA INICIATIVA Soy docente feminista antifascista y comprometida en la lucha contra el terrorismo machista  pq además trabajo para que seamos muchas más las q os plantemos cara  enseñamos en la diversidad y el respecto  ,Positivo
  No Padecen de cinismo de manipulación de mentira de utilización de los resortes del Estado en favor del partido  siempre de inconsistencia,Negativo
Enric Millo  No se puede negar que el independentismo es violento  Ellos dicen que sus manifestaciones son todo paz y amor no tiran ni un papel Como este intento de linchamiento de la GC en Sant Carles de la Ràpita el 1O Pacifismo a la separata  ,Negativo
  Es que es para estar amargado machismo corrupción fascismo abuso infantil por parte de la iglesia pobreza Pero viendo tu perfil tienes pinta de ser un buen súbdito de la mafia del estado Esperemos que llegado el momento no tengas que pedirle nada al pueblo ,Positivo
RT  “Murallas humanas y siete coches devastados”  Qui viu a Matrix és el Fiscal    ,Positivo
   Que hacéis dando voz a esta procesista A la negacionista de la catalanofobia Esta señora es cáncer para el movimiento independentista,Positivo
Siento tanta pena viendo a estos pobres hombres que por hacer cumplir la voluntad de su pueblo se encuentran privados de libertad y enjuiciados ,Positivo
RT   El fascismo si les das un dedo te arrancan el brazo,Positivo
Los partidos independentistas se cargan los presupuestos y de paso al gobierno y mientras la derecha acusa al gobierno  de haber pactado con los independentistas ¿Alguien me lo explica,Positivo
RT  Ojo que igual el gesto de Sánchez con el independentismo ha sido poner a un fiscal que justea y nosotros no lo hemos sabi…,Positivo
Vía eslovena decían Y es incapaz de levantarse a la misma hora que yo que soy andaluza  TÓCATE LA PEINETA   ,Negativo
la represión característica del Estado borbónico y la no aceptación de la plurinacionalidad de España ha sido el mayor generador de independentismo,Positivo
Lástima que lo único que pedían los partidos catalanes no lo puedan aceptar los socialistas  DIÁLOGO   ,Positivo
 No comentes retuitea  Ferrán Burriel paga 80000 € por trabajar  Y nos quejamos de la reforma laboral        ,Negativo
  Puede que haya un 5 de esos en cada partido igual que hay indepes que votan a los comunes,Negativo
El alegato político de Junqueras y el pragmatismo de Forn que admitió la ilegalidad del 1O y la vacuidad de la DUI ilustran el disenso independentista  Por    ,Neutral
José Antonio Nieto dice que había orden judicial para el registro de la sede de la Cunidospodemos El testigo MIENTE No había orden judicial  ,Positivo
Los golpista a prisión los traidores a prisión fin de la ideología de genero la Violencia no tiene genero corruptos a prisión los españoles los primeros vida trabajo ayudas resurgir de las ciudades fantasmas como Talavera que se transformara en una ciudad con vida VOX,Negativo
Los mismos que piden la dimisión de Sánchez por dialogar con Cataluña son los que apoyan al PP por robar las arcas públicas  Todo en orden  ,Positivo
La española es la primera mujer en lograr un campeonato del mundo en motociclismo Mundial de Supersport 300 ,Neutral
Ya en sus pantallas “Los mejores presupuestos de la democracia” La revolución bolivariana se va a quedar pequeña al lado de la Unión de Repúblicas Socialistas Ibéricas que plantea el Gobierno,Positivo
RT  la gente que bloquea a otros cuando se enfadan en vez de hablar las cosas,Neutral
Es curioso que esa misma izquierda que amonesta a un niño por hacerse una foto con Cristiano por sus “problemas con Hacienda” no dice nada cuando sus políticos se hacen fotos con Messi a pesar de sus “problemas con Hacienda” Moralistas e hipócritas hasta la náusea ,Negativo
El  intenta que se borre este vídeo en el que a  le traiciona el subconsciente y por una vez dice la verdad de lo que son los populares   el  por  ,Positivo
   Y debes ser de los que se cree que domina las dos Seguro Supongo que lo dominarás tanto como nuestros magníficos políticos ¿no Para la intmidad cmo decía Aznar y poquita cosa más,Negativo
 A  ver chulos engominaossois un partido que debería de estar ilegalizado por ser una banda defensora de un genocida y toda la parafernalia fascistano amenazeísno estáis en posición de hacerloy más aún tocar un tema tan sensible como la violencia machista,Positivo
Pues un derecho humano de millones de catalanes es el derecho a la verdad  La verdad es que los lideres separatistas nunca encontraron pésima la democracia española ni sus jueces ni las cárceles  hasta ser procesados  El sistema vale para todos menos para ellos,Negativo
Por eso la negociación de los PGE de hecho nunca ha sido finalista salvo en el caso de Torra y Puigdemont No querían nada concreto solo algo que les permitiera explicar a los votantes un voto a favor a los PGE sin ser insultados por Tuiter Tuiter digo no por los presos,Neutral
Amo a España  dice el golpista Oriol Junqueras en su declaración  Confundes  amar  con  amenazar  Aún recuerdo cuando amenazaste la economía española ¿también amabas ahí a España farsante ,Negativo
 De    Por parte del President Puigdemont siempre encontré una disposición al dialogo y absoluta receptividad   y de   rajoy en ningun momento se mostró proactivo  para encauzar el tema   a esta basura  periodística    ,Positivo
 Cartel contra los constitucionalistas el PP exige al Ayuntamiento de Olot la retirada del mural Hablamos con un Mosso DEsquadra  es una obra de arte no juzgamos lo que hace un artista     ,Negativo
Begoña desde donde no se ven los barrios es desde Villanueva en chalets de 2 millones desde allí solo se hacen sociedades para que tu marido ataque a tus rivales políticos ,Positivo
Torrente le apaga el micro a Arrimadas dejándola con la palabra en la boca  ,Negativo
Son intolerantes supremacistas mal educados y el verdadero fascismo Realmente los políticos independentistas se están aprovechando de la ignorancia de muchas personas para ponerlas como escudo y así no mostrar sus vergüenzas ,Negativo
JxSí pagó más de 17000 euros por celebrar el acto de presentación del referéndum en el TNC en 2017 ,Negativo
RT  Los Españoles NO somos bestias en forma humana Video  ,Negativo
    Curioso los españolistas pueden insultar faltar el respeto y menospreciar a los indepes pero cuando un indepe hace practicamente lo mismo se sienten muy ofendidos,Positivo
Esto solo hoy en regimen78 1El PP presenta una reforma para criminalizar referéndums 2El Pnv es pillado con prácticas corruptas en oposiciones 3Vox pedirá ilegalizar a  etarras separatistas y golpistas  4Pillan a falangista de Cs sin declarar bienes por 2M€ Ojo ,Positivo
